สถานะการเข้างาน,หมายเลขงาน,รหัสร้าน,ชื่อร้าน,โซน,ทีม,สัญญา,ผู้รับผิดชอบงาน,แผนเข้างาน,เวลาเริ่มงาน,เวลาปิดงาน
"ตรงแผน","520004086090","B00601","สาขา จันทบุรี 2","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-05 14:36:19","2024-07-05 15:19:28"
"ตรงแผน","520004086091","B08850","สาขา ชุมชนท้องเนียน","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","2024-07-08 16:31:15","2024-07-08 19:48:22"
"ยังไม่เข้า","520004086092","B00614","สาขา โพธาราม","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086093","B00616","สาขา พุนพิน","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086094","B00621","สาขา ดอนนก","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004086095","B08858","สาขา บ้านตากตะวันออก","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004086096","B00622","สาขา ศุภสารรังสรรค์","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-31","",""
"ยังไม่เข้า","520004086097","B08859","สาขา เอื้ออาทรสมุทรปราการ 1","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086099","B00629","สาขา พิมาย (นครราชสีมา)","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086100","B08867","สาขา แฟลตเอื้ออาทรลาดกระบัง 2","BE","BE7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004086101","B00633","สาขา จรัญฯ 79","BG","BG1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ตรงแผน","520004086102","B00634","สาขา ไทยวาโก้","BS","BS1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-08 00:16:10","2024-07-08 00:31:59"
"ยังไม่เข้า","520004086103","B08870","สาขา PTTOR วิเชียรบุรี","RC","RC10SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004086104","B00643","สาขา บ้านฉาง 2","REL","REL5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004086105","B08875","สาขา หมู่บ้านลัลลี่วิลล์","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004086106","B08878","สาขา PTTOR ห้วยไม้แป้น (แม่สอด)","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ตรงแผน","520004086107","B00654","สาขา นารถสุนทร","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-02 00:51:58","2024-07-02 01:31:30"
"ยังไม่เข้า","520004086108","B08879","สาขา บ้านทุ่งสนุ่น","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086109","B00661","สาขา ปาดังเบซาร์","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004086110","B08887","สาขา บางแคใหญ่","BW","BW7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004086111","B00669","สาขา โรงพยาบาลมหาราช","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","",""
"ยังไม่เข้า","520004086112","B08891","สาขา ตลาดทางรถไฟหนองเกตุใหญ่","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ตรงแผน","520004086113","B08893","สาขา ศรีเพชรการเคหะ","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-04 23:35:01","2024-07-05 00:20:34"
"ยังไม่เข้า","520004086114","B00671","สาขา สวนพลูวานิช","BW","BW2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004086115","B08896","สาขา งามวงศ์วาน ซ.2","BN","BN9","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ตรงแผน","520004086116","B00675","สาขา ตะพานหิน","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","2024-07-08 10:47:40","2024-07-08 13:02:25"
"ยังไม่เข้า","520004086117","B00679","สาขา จรัญฯ 62","BG","BG1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004086118","B00685","สาขา บางพลีนคร","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004086119","B00687","สาขา สุขุมวิท 68 (BTS.)","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ตรงแผน","520004086120","B00688","สาขา ตลาดบางบอน","BW","BW6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-03 00:39:05","2024-07-03 00:57:56"
"ตรงแผน","520004086121","B00690","สาขา เวียงสระ","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 14:08:48","2024-07-02 14:36:29"
"ตรงแผน","520004086122","B08910","สาขา ปตท.รังสิตนครนายกคลอง 2","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","2024-07-08 04:01:44","2024-07-08 05:00:19"
"ยังไม่เข้า","520004086123","B00693","สาขา สะเดา","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004086124","B00696","สาขา ท่าใหม่","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004086125","B00705","สาขา อนุบาลมหาสารคาม","NEU","NEU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004086126","B00710","สาขา วชิรธรรม 72","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004086127","B08921","สาขา PTTOR ด่านเกวียน (โคราช)","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004086128","B00716","สาขา สี่แยกดินแดง","BN","BN1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004086130","B00722","สาขา สำโรงใต้","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ตรงแผน","520004086131","B08934","สาขา พร้อมมิตร","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-03 00:40:24","2024-07-03 00:48:37"
"ตรงแผน","520004086132","B00733","สาขา จอหอ","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","2024-07-08 10:30:08","2024-07-08 11:10:18"
"ยังไม่เข้า","520004086133","B00735","สาขา รักการดี","RC","RC2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004086134","B08939","สาขา บ้านแพรก","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004086135","B08940","สาขา ตลาดสำเภาทอง","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086136","B08943","สาขา ชุมชนพรุดินนา","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-21","",""
"ยังไม่เข้า","520004086137","B08946","สาขา ตลาดในเพลา","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086138","B00749","สาขา พระราชวังบางปะอิน","RC","RC6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004086139","B08948","สาขา อาจสามารถ","NEL","NEL8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004086141","B00754","สาขา วิเศษชัยชาญ","RC","RC5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004086142","B00755","สาขา หน้าค่ายจักรพงษ์","REU","REU5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004086143","B08952","สาขา ชุมชนมะกอกกลางสวน","BN","BN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ตรงแผน","520004086144","B00758","สาขา ท่าหลวง","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-07 10:50:19","2024-07-07 12:19:55"
"ยังไม่เข้า","520004086145","B08956","สาขา KR แมนชั่น","BG","BG8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004086146","B00772","สาขา เพชรเกษม 79","BW","BW10","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086147","B00780","สาขา หน้ารพ.แพร่คริสเตียน","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-14","",""
"ยังไม่เข้า","520004086148","B00781","สาขา ประตูชัยแพร่","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ตรงแผน","520004086149","B00791","สาขา เพชรบุรี 5/2","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-08 00:38:49","2024-07-08 00:46:53"
"ยังไม่เข้า","520004086150","B08967","สาขา ติวานนท์ปากเกร็ด-31","BN","BN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004086151","B00794","สาขา ประทาย","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004086152","B08969","สาขา ตลาดดีดี","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004086153","B08970","สาขา PTTOR หนองจิกปัตตานี","RSL","RSL12SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004086154","B00802","สาขา ปทุมทอง","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-14","",""
"ยังไม่เข้า","520004086155","B08974","สาขา ท่าน้ำสรรพวุธ","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ตรงแผน","520004086156","B08975","สาขา อยู่สุขเจริญทรัพย์","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-05 11:23:34","2024-07-05 12:24:17"
"ตรงแผน","520004086157","B08978","สาขา ม.พิษณุโลกเมืองใหม่","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","2024-07-08 13:19:13","2024-07-08 14:28:42"
"ตรงแผน","520004086158","B00813","สาขา ชัยมงคล 2 (ชลบุรี)","REL","REL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","2024-07-06 17:05:26","2024-07-06 17:44:56"
"ยังไม่เข้า","520004086159","B00815","สาขา นครชุม","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004086160","B08982","สาขา อ่อนนุช 39","BS","BS4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ยังไม่เข้า","520004086161","B08985","สาขา สี่แยกหนองนิล","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ตรงแผน","520004086162","B00824","สาขา สุขสวัสดิ์ 62","BS","BS2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-04 02:29:54","2024-07-04 02:36:07"
"ยังไม่เข้า","520004086163","B08988","สาขา จะนะ 2","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004086164","B08989","สาขา ปตท.ไชยาออยล์","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ยังไม่เข้า","520004086165","B00838","สาขา สลกบาตร","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004086166","B08994","สาขา PTTOR ขนอม","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ตรงแผน","520004086167","B00844","สาขา ปุณณวิถี 7 (สุขุมวิท 101)","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-06 02:40:20","2024-07-06 03:22:21"
"ยังไม่เข้า","520004086168","B00846","สาขา จอมบึง","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004086169","B00851","สาขา คลองครุ","BW","BW8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ตรงแผน","520004086170","B09003","สาขา ม.ถุงทอง (พนัญเชิง)","RC","RC6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","2024-07-09 01:52:00","2024-07-09 03:28:13"
"ยังไม่เข้า","520004086171","B00856","สาขา สี่แยกอังรีดูนังต์","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004086172","B09005","สาขา ด่านทับตะโก","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004086173","B09009","สาขา เนินพลับหวาน ซ.24","REL","REL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004086174","B09010","สาขา แม่ขรี 3","RSL","RSL8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004086175","B00869","สาขา รพ.ร้อยเอ็ด","NEL","NEL8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004086176","B09012","สาขา เทศบาลนครศรีธรรมราช","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004086177","B00877","สาขา อ.ศรีมหาโพธิ์","REU","REU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ตรงแผน","520004086178","B09015","สาขา PTTOR สอง","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-02 10:07:39","2024-07-02 10:52:19"
"ยังไม่เข้า","520004086179","B09016","สาขา ตลาดบางปูใหม่","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004086180","B09018","สาขา PTTOR รอบเมืองร้อยเอ็ด","NEL","NEL8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086181","B00891","สาขา พิบูลย์ 8","BN","BN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-21","",""
"ยังไม่เข้า","520004086182","B00897","สาขา ท่าน้ำราชวงศ์","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004086183","B09027","สาขา สันติคาม","REL","REL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004086184","B09031","สาขา ชุมชนบ้านเสือลากหาง","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ตรงแผน","520004086185","B00907","สาขา บึงสีไฟ","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","2024-07-06 18:30:31","2024-07-06 20:50:43"
"ยังไม่เข้า","520004086186","B00910","สาขา หมู่บ้านเฟื่องฟ้า","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004086188","B00921","สาขา อนันตวรฤทธิเดช","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-14","",""
"ยังไม่เข้า","520004086189","B00923","สาขา บางเสร่","REL","REL3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086190","B09056","สาขา ปกาสัย","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ตรงแผน","520004086191","B00936","สาขา สุนทรประดิษฐ์","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-03 10:14:49","2024-07-03 11:09:26"
"ยังไม่เข้า","520004086192","B00938","สาขา เคหะธนบุรี กม. 8","BW","BW6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ตรงแผน","520004086193","B09063","สาขา ตลาดน้ำพุ","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-05 13:40:35","2024-07-05 14:28:00"
"ยังไม่เข้า","520004086194","B00942","สาขา เมืองใหม่บูรพา","BN","BN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ตรงแผน","520004086195","B09066","สาขา ทรายทองวัฒนา","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","2024-07-09 11:15:02","2024-07-09 13:57:44"
"ยังไม่เข้า","520004086196","B09067","สาขา ตลาดสมบูรณ์ทรัพย์ จุด 2","BN","BN3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004086197","B00948","สาขา ร่วมใจพัฒนา","BG","BG9","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","",""
"ยังไม่เข้า","520004086198","B00949","สาขา พัฒนาการ 46","BS","BS4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ตรงแผน","520004086200","B00954","สาขา คฑาธร","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-01 12:05:09","2024-07-01 13:42:23"
"ตรงแผน","520004086201","B00955","สาขา อัมรินทร์","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-03 12:07:19","2024-07-03 13:32:57"
"ตรงแผน","520004086202","B00956","สาขา อ่อนนุช 58","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-04 01:35:24","2024-07-04 02:56:24"
"ยังไม่เข้า","520004086203","B00960","สาขา สูงเม่น","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086204","B09083","สาขา ไชยเชษฐ์ (เกาะช้าง)","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ตรงแผน","520004086205","B09084","สาขา โพธิ์แจ้ 3","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","2024-07-09 00:04:36","2024-07-09 00:45:16"
"ตรงแผน","520004086206","B00964","สาขา ดอนเมือง 3","BN","BN7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","2024-07-09 01:11:25","2024-07-09 02:13:52"
"กำลังเข้างาน","520004086207","B09086","สาขา โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","BW","BW7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","2024-07-09 16:07:09",""
"ยังไม่เข้า","520004086208","B09088","สาขา เคหะนคร 3","BS","BS4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ตรงแผน","520004086209","B00969","สาขา หล่มเก่า","RC","RC10SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","2024-07-08 11:05:45","2024-07-08 13:54:07"
"ยังไม่เข้า","520004086210","B09094","สาขา บางกะดีสายใน","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ตรงแผน","520004086211","B00976","สาขา บัวใหญ่","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","2024-07-05 14:30:56","2024-07-05 14:58:12"
"ยังไม่เข้า","520004086212","B00981","สาขา บัวทองเคหะ","BN","BN8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ตรงแผน","520004086213","B09099","สาขา บางสวรรค์ 2","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","2024-07-07 11:26:46","2024-07-07 12:45:21"
"ยังไม่เข้า","520004086214","B09102","สาขา ปตท.ขนส่งสุราษฎร์","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ตรงแผน","520004086215","B00985","สาขา หรรษา","RSL","RSL5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","2024-07-09 12:23:26","2024-07-09 13:42:01"
"ยังไม่เข้า","520004086216","B00989","สาขา มหาพฤฒาราม","BW","BW3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004086217","B09113","สาขา ปตท.ด้ามพร้า","NEL","NEL5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004086218","B01002","สาขา บางโพ 2","BN","BN9","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004086219","B09122","สาขา ชัยพฤกษ์-พระราม4 (บางพลับ)","BG","BG6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004086220","B01010","สาขา ผดุงวิถี","NEU","NEU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004086221","B01011","สาขา กบินทร์บุรี","REU","REU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ตรงแผน","520004086222","B01012","สาขา ชุมชนวัดพระญาติ","RC","RC6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-07 23:58:52","2024-07-08 01:11:01"
"ยังไม่เข้า","520004086223","B09128","สาขา ตลาดท่ามะเขือ","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ตรงแผน","520004086225","B01017","สาขา สมเด็จ","NEU","NEU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-05 12:05:10","2024-07-05 13:25:31"
"ตรงแผน","520004086226","B01019","สาขา ร.พ.พญาไท 2/2","BN","BN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-08 19:54:31","2024-07-08 20:07:56"
"ตรงแผน","520004086227","B01021","สาขา ปิ่นเกล้า-นครไชยศรี-1","BG","BG8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","2024-07-07 21:23:22","2024-07-07 23:21:32"
"ยังไม่เข้า","520004086228","B01023","สาขา สะอาดพัฒนา","BE","BE8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004086229","B09137","สาขา หมู่บ้านไทยสมุทร","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004086230","B01032","สาขา ชุมชนจันทร์ประดิษฐ์","BW","BW5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004086231","B09141","สาขา ซอยสันติสุข (ถ.พิชัย)","BN","BN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004086232","B01034","สาขา บางแสม","REU","REU5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086233","B09143","สาขา ลำลูกกาคลอง 8 จุด 2","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004086234","B01035","สาขา กระจ่างพัฒนา","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-21","",""
